2.35700000000000e+003	9.94000000000000e+002
2.39200000000000e+003	9.61000000000000e+002
2.40200000000000e+003	1.02800000000000e+003
2.44300000000000e+003	1.00100000000000e+003
2.44000000000000e+003	1.06200000000000e+003
2.48000000000000e+003	1.03200000000000e+003
2.49300000000000e+003	1.11500000000000e+003
2.52700000000000e+003	1.08600000000000e+003
2.54100000000000e+003	1.15600000000000e+003
2.57700000000000e+003	1.13200000000000e+003
2.57300000000000e+003	1.21800000000000e+003
2.61300000000000e+003	1.17800000000000e+003
2.60500000000000e+003	1.25600000000000e+003
2.65300000000000e+003	1.23000000000000e+003
2.63100000000000e+003	1.30000000000000e+003
2.67300000000000e+003	1.26800000000000e+003
2.66100000000000e+003	1.37000000000000e+003
2.72100000000000e+003	1.34000000000000e+003
2.68300000000000e+003	1.42300000000000e+003
2.73800000000000e+003	1.40300000000000e+003
2.69800000000000e+003	2.09000000000000e+003
2.73700000000000e+003	2.10000000000000e+003
2.68500000000000e+003	2.13000000000000e+003
2.72300000000000e+003	2.14600000000000e+003
2.67100000000000e+003	2.16800000000000e+003
2.70900000000000e+003	2.18600000000000e+003
2.65300000000000e+003	2.20400000000000e+003
2.69300000000000e+003	2.22400000000000e+003
2.63300000000000e+003	2.24400000000000e+003
2.67700000000000e+003	2.26400000000000e+003
2.61500000000000e+003	2.27600000000000e+003
2.65300000000000e+003	2.29400000000000e+003
2.59300000000000e+003	2.30800000000000e+003
2.62900000000000e+003	2.33400000000000e+003
2.55700000000000e+003	2.35400000000000e+003
2.59700000000000e+003	2.38400000000000e+003
2.71300000000000e+003	2.05600000000000e+003
2.74900000000000e+003	2.07200000000000e+003
2.72500000000000e+003	2.02800000000000e+003
2.76300000000000e+003	2.03800000000000e+003
2.74700000000000e+003	1.92400000000000e+003
2.79300000000000e+003	1.93000000000000e+003
2.74900000000000e+003	1.86200000000000e+003
2.79500000000000e+003	1.86400000000000e+003