# righello grande
1.24900000000000e+003	1.35000000000000e+003
1.42100000000000e+003	1.35400000000000e+003
1.59300000000000e+003	1.35800000000000e+003
1.76500000000000e+003	1.35600000000000e+003
1.93900000000000e+003	1.36600000000000e+003
2.11700000000000e+003	1.35900000000000e+003
2.28700000000000e+003	1.36900000000000e+003
2.45900000000000e+003	1.37200000000000e+003
2.63000000000000e+003	1.37600000000000e+003
2.80200000000000e+003	1.37600000000000e+003
2.97900000000000e+003	1.37900000000000e+003
3.15200000000000e+003	1.38200000000000e+003
3.32400000000000e+003	1.38600000000000e+003
3.49900000000000e+003	1.39100000000000e+003
3.67200000000000e+003	1.39200000000000e+003
3.84400000000000e+003	1.39700000000000e+003
4.01900000000000e+003	1.39700000000000e+003
4.19000000000000e+003	1.40200000000000e+003